EntidadID;Descripcion-es;Description-en
PRGDCO00;La provincia de Coahuila durante mucho tiempo no dispuso de una subdivisión territorial interna. Solo a finales de la Colonia encontramos estructuras algo más claras: Saltillo y Parras, separados de Nueva Vizcaya, formaron un distrito propio, y el comandante del presidio del Rio Grande actuó como justicia mayor en el norte. No queda claro si el presidio de Santa Rosa fue parte de su jurisdicción o, más probable, de la de Monclova mismo.;dummy
PRGDDU00;"La organización territorial interna de la Nueva Vizcaya fue adaptiva y flexible en lo extremo. El número de partidos y la constelación de oficiales cambió frecuentemente: la yuxtaposición y constante reformación de regimenes de misiones, jurisdicciones ""tradicionales"" de pueblos de indios, de villas,  de reales minas, de presidios militares y del mayorazgo de los Cortés del Rey hace casi imposible una reconstrucción fidedigna.  La información sobre las jurisdicciones de la Nueva Vizcaya/Durango es tan difícil de interpretar y su número tan poco constante que Navarro Noriega (([[:fuentes:navarro-noriega]])) en su catálogo de curatos de 1814 se rindió y dice que ""por falta de constancia auténtica no se expresa el partido a que tocan los curatos en que se ha omitido esta noticia."" También cambian los títulos de los oficiales con frecuencia y es difícil averiguar a qué alcalde mayor o teniente un ""justicia mayor"" fue subordinado. Alcalde mayor, alcalde, justicia y justicia mayor se usan como títulos casi indiferentemente. tanto documentos de la época como estudios por historiadores (guiados por la documentación erronea de la época, o simplemente omitiendo el importante detalle de ""teniente"") llaman  ""alcalde mayor"" a personas que no lo fueron. Hubo individuos localmente poderosos que simplemente pretendían el título de alcalde mayor… Además faltan muchas veces listas de pueblos, haciendas y ranchos de las respectivas jurisdicciones o existen solo para un momento, y cuando se divide una jurisdicción no quedan claro los nuevos límites. Sin embargo, ensayamos una reconstrucción en jurisdicciones, con advertencia que los oficiales  no siempre fueron alcaldes mayores y que tanto fechas como la extensión de los territorios están muchas veces muy poco establecidos por documentos originales. Nos apoyamos especialmente en inventarios del Archivo Histórico de Parral (([[:fuentes:microfilm-parral]], [[:fuentes:inventario-parral]])), una lista de partidos de 1777 (AGI, Guadalajara,301), en las diferentes guías de forasteros de fines de la Colonia, y algunos estudios historiográficos (([[:fuentes:pietschmann]], [[:fuentes:gerhard-north]], [[:fuentes:tanck]])). En el area fronterizo septentrional, tomamos la reorganización de los presidios en 1773 para también redefinir la concepción territorial.";dummy
PRGDNL00;"Como en todas las gobernaciones septentrionales, las subdivisiones - y especialmente los títulos de los subalternos de los gobernadores - no fueron tan estables como en las zonas centrales, por lo que su representación debe entenderse como ensayo y aproximación - tanto en cuanto a los títulos, los límites y las fechas de existencia. La información básica de la reconstrucción es la contenida en (([[:fuentes:gerhard-north]])), ajustada solo donde pudimos localizar información más concreta, que precisa o corrige los datos de Gerhard. Una fuente importante para esto fueron un informe de Antonio Ladrón de Guevara de 1739 (([[:fuentes:naylor-polzer]], vol. 2, 2)). y una visita de 1775 (([[:fuentes:espinosa-ortega]])). Gerhard (([[:fuentes:gerhard-north]])) dice que hasta 1718 Matehuala perteneció a Nuevo León, pasando luego a Nueva Galicia. Para 1749 he encontrado un informe de misiones de Nuevo León (AGI,Guadalajara,110) que todavía incluye la misión de Matehuala, aunque advirtiendo que ""está contigua al valle de españoles llamado Matheguala, cuya espiritual administración perteneze al curato del Real y Minas de Santa María de las Charcas de dha seraphica provinzia como veinte leguas al norte"". El Real de Matehuala, en el (([[:fuentes:teatro-americano]],v.2,p.267)), es definitivamente parte de Charcas después de 1718. Puede ser que la pertenencia de San Francisco de Matehuala a Nuevo León se redujo al aspecto militar y la década de 1740 como insinúan Garráez y Escandón en 1770 (([[:fuentes:garraez-escandon]],f.16)).";dummy
PRGDNS00;Los límites de Nuevo Santander no fueron fijados desde un principio, sino que avanzaron a expensas de jurisdicciones vecinas. La jurisdicción de Valles por ejemplo originalmente  comprendía las partes  al rededor de Santa Barbara, y no fue antes de ca. 1760 que la zona pasó al nuevo gobierno. Cosa similar ocurre con las misiones de Tula, Palmillas y Jaumave, que fueron parte de Guadalcázar (y también reclamados por Valles) y luego transferidos, tal vez también hacia 1760.;dummy
PRGDSS00;"En 1733, se formó un gobierno independiente  con centro en Sinaloa que tenía como fin unificar el gobierno del paisaje administrativamente fracturado de la costa septentrional - hasta entonces gobernada por oficiales que dependían de México, Nueva Galicia y Nueva Vizcaya. Se componía de las ""provincias"" tradicionales de Rosario, Maloya, Culiacán, Sinaloa, Ostimuri y Sonora. Aún así, algunas de esas provincias tenían tenientazgos que solían entenderse como distritos jurisdiccionales propios. y tanto presidios como otros lugares con tropas auxiliares y algunos otros lugares (Santiago de los Caballeros) no caben en esta visión y a veces tenían sus propios magistrados que no fueron tenientes. Pero la división territorial de Sonora y Sinaloa no solo es complicada, sino ´que muy contradictoria. En la literatura histórico-geográfica, cada autor llega a un diferente número de ""partidos"" y subdelegados. También en documentos originales, oscilan los títulos de los oficiales de los partidos mencionados entre ""teniente subdelegado"" y subdelegado, sin aparente orden cronológico. Varios autores (([[:fuentes:alcauter]], [[:fuentes:mimiaga]], [[:fuentes:pietschmann]] y [[:fuentes:gerhard-north]])) todos llegan a un número muy divergente de partidos. Solo Sinaloa, Copala, Maloya y Culiacán se mencionan siempre, mientras que especialmente en Sonora cada vez se encuentran y se omiten diferentes lugares como sedes de administración y Ostimuri a veces figura como partido de Sonora en vez de partido propio. Los guías de forasteros omiten consecuentemente nombrar los partidos de Arizpe, solo laguía de forasteros de 1809  (([[:fuentes:guia-mex-1809]])) presenta una lista de subdelegados territoriales.  La superposición de las provincias internas con centro en Arizpe complica la cosa aún más.";dummy
PRGDTX00;La frontera teorética entre Texas y la Luisiana fue el Río Rojo, pero en realidad Texas efectivamente se redujo a dos aislados complejos de misiones y presidios al rededor de San Antonio y Los Adaes. La zona de San Saba en mapas tardíos aparece como parte de Texas. En el oriente, el fuerte francés de Natchitoches limitó el alcance de la provincia. Generalmente, los gobernadores de Texas no tenían el título adicional de capitanes generales, por lo que la provincia estaba subordinada al virrey en lo militar y lo político. Una excepción era Ángel de Martos y Navarrete entre 1757 y 1769, quien sí era capitán general.;dummy
PRGUCY00;"Hasta 1755, los gobernadores de la ""provincia de Honduras"" fueron a la vez capitanes generales. A partir de 1756, los nombramientos ya solo mencionan el título de ""comandante general"" para acentuar la subordinación al capitán general en Guatemala y resaltar el caracter puramente militar del cargo.";dummy
PRNECL00;Hasta la expulsión de los jesuitas, el gobierno político-militar de California fue nominal, llamándose el capitán del presidio de Loreto gobernador. En realidad, recibió sus órdenes por los jesuitas.;dummy
PRNECT00;"Las ""Fronteras de San Luis Colotlán"" las hay que vincular con el rol de los tlaxcaltecas en la conquista del Septentrión en el siglo XVI, en el que servían de colonos y auxiliares para asegurar las fronteras. Una de esas fronteras, con una red más densa de pueblos eran las ""Fronteras de San Luis Colotlán"", en lo extremo de la provincia de Nueva Galicia hacia Nayarit y Nueva Vizcaya, donde los tlaxcaltecas junto con otros indígenas (huicholes y tepecanos) formaron los colotecas. Para los colotecas el virrey nombró un capitán protector dependiente del virrey, a pesar de que territorialmente el area fue parte de Nueva Galicia. Esta constelación a mediados del siglo XVIII influía en el conflicto sobre [[bolanos_jurisdiccion_gdj|Bolaños]]. 
 Al momento de crearse las intendencias, Colotlán y Nayarit no quedaron sujetos a su regimen, pero con diferencia a lo que constatan Gerhard y Alcauter (([[:fuentes:gerhard-north]], [[:fuentes:alcauter]])), sí luego se integraron al sistema. 
Pero hay que admitir que la situación no es nada clara, porque todo depende de cómo interpretar la relación entre Colotlán, Nayarit y Bolaños. Bolaños, como Colotlán exclave de Nueva España hasta 1786, tampoco estuvo presente en el plan de intendencias, pero luego subdelegado. Colotlán (y por lo tanto Nayarit, que se unía a Colotlán en 1791) aparece como subdelegación propia en la guía de forasteros de 1797 (([[:fuentes:guia-mex-1797]])), mientras que en la guía de forasteros de  1793 (([[:fuentes:guia-mex-1793]])) todavía falta.  La guía de forasteros de  1799 (([[:fuentes:guia-mex-1799]])) menciona tanto al corregidor de Bolaños, el gobernador de Colotán y el teniente de gobernador de Nayarit como subdelegados propios de real hacienda. Otra confusión se da al unirse el cargo de corregidor de Bolaños con el de gobernador de Colotlán-Nayarit en 1799. Algunos autores (([[:fuentes:galvez-ruiz]], p. 168)) por consecuencia hablan de una abolición de Colotlán-Nayarit, mientras que otros (([[:fuentes:gerhard-north]], [[:fuentes:alcauter]], p. 91)) lo arguyen al revés. En todo caso, en comunicación del 19 de agosto de 1799, el rey confiere a Tomás Vallesteros el gobierno político y miitar de las fronteras de San Luis Colotlán con la agregación  de la provincia de Nayarit y corregimiento del Real de Bolaños (AGI,Guadalajara,301). Bolaños desaparece de las guías de forasteros a partir de 1800. Pero es cosa de gusto porque por un lado se continúa a mencionar frecuentemente tanto el ""gobernador de Colotlán"" como el ""corregidor de Bolaños"". También puede haber confusión por existir en Bolaños un ""teniente corregidor"". Pero hay que advertir que los indios de Colotlán y Nayarit continuaron ser exemptuados del pago de tributo, y la autonomía e identidad prominente de los indios no iba bien con las autoridades de Guadalajara. Así, en 1803 la Audiencia de Guadalajara propuso la abolición del gobierno y la fragmentación de la provincia (([[:fuentes:Guadalajara,393]],f.493-561)), agregando los pueblos a las subdelegaciones inmediatas, con la posible creación de algunas nuevas a partir de tenientazgos (Yesca, Tlaltenango), y tres completamente nuevas dentro de la provincia: San Luis Colotán, San Sebastián y Jesús María.  Estas nuevas subdelegaciones deberían - con Aguas Calientes - pasar a la intendencia de Zacatecas ((Ibidem, f.545v)). Como propuesta alternativa se consideró - todo al revés - agregar la villa de Jeréz, así como Chalchihuites, Coculiten y Tlaltenango a Colotlán. Interesantemente, este documento habla también del ""gobierno interino de Bolaños, Colotlán y Nayarit"" para enfatizar que se trató de un constructo temporal.  En 1806 sí se ordenó la abolición del gobierno de Colotlán-Nayarit, dividiéndose en 12 subdelegaciones, pero nunca se cumplió.";dummy
PRNEVC00;"Peter Gerhard (([[gerhardNE]].)) erróneamente constata que hubiese habido alcalde mayor en Veracruz durante el siglo XVII y que desde fines de ese siglo se hubiera cambiado el título a gobernador. En realidad, los ""alcaldes mayores de Veracruz"" que se encuentran casi seguramente se refieren a los de [[JUNEVCVA|Veracruz Vieja]], mientras que Veracruz Nueva tenía un propio ""corregidor de Nueva Veracruz y Puerto de San Juan de Ulúa"" por lo menos a partir de 1630.Este título, que era de nombramiento real como confirman los nombramientos que existen en el Archivo General de Indias ((AGI,Mexico,1222 y 1228.)) solo se cambió por el de gobernador en 1731.((Francisco A. Eissa-Barroso, ""De corregimiento a gobierno político-militar: el gobierno de Veracruz y la ""militarización"" de cargos de gobierno en España e Indias durante los reinados de Felipe V"": Relaciones (Zamora)37, no.147 (2016), pp. 13-49.))";dummy
PRNGCA00;"""Aunque el límite entre los gobiernos de Cartagena y Santa Marta fue fijado en el río Magdalena, hay un par de casos donde la administración civil no coincidió con la geografía. Zambrano y Tetón, así como Yucal fueron administrados por Santa Marta. Yucal hasta 1752 ((AGN-Colombia,POBLACIONES-VAR:SC.46,10,D.2)), los demás por lo menos hasta 1764. También después encontramos a Zambrano y Tetón en la influencia política de Santa Marta como podemos desprender de una queja de los indios de Tetón de que su corregidor hubiese reclamado autoridad para trasladarlos a la provincia de Santa Marta. El pueblo de Yucal, parece, se integró más completamente en la provincia de Cartagena, sujetándose a la jurisdicción de Barranca.""";dummy
PRNGCH00;"A principios del siglo XVIII, las ""provincias del Chocó"" todavía pertenecieron al gobierno de Popayán. Los gobernadores de Popayán tenían dos tenientes para las provincias de Noanamá en el rio San Juan y Citara en el río Atrato, cada una con un par de pueblos que tenían sus corregidor de naturales. La provincia chocoana en la serranía, llamada Tatama, a su vez, solo se gobernó por un corregidor, pero según una fuente era ""tenientazgo con otro nombre"". Baudó, la cuarta provincia, en la costa del Pacífico era refugio de indígenas no sometidos, cimarrones y contrabandistas. como quinta provincia podría nombrarse la de cunacuna en la costa atlántica, del golfo de Urabá hasta los límites de Cartagena. A principios del siglo XVIII, había un comercio de contrabando muy lucrativo a través de los ríos Atrato y San Juan, por lo que la Corona decidió, primero, el cierre del río Atrato, y después de una visita en 1726 se decretó la segregación de las provincias del Chocó de Popayán, con un propio gobernador, quien arribó en 1729. En cuanto a los límites de la nueva provincia, hay algunos asuntos: Por causa del cierre del Atrato, todo el area más abajo de la vigía del Atrato quedó fuera de las consideraciones de las autoridades, aunque la provincia de los cunacuna no se agregó a ninguna otra tampoco. En el valle de Murri, al este del río Atrato, personas de la provincia de Antioquia iniciaron una colonización y actividad minera en la década de 1720 (causada por la decadencia de las minas en Antioquia en esa época), y hasta hoy reclaman que en la Colonia les hubiese correspondido todo el territorio oriental del Atrato. Sin embargo, tanto Murri como la vigía del Atrato, y más tarde Pebarando, claramente se administraron por los gobernadores del Chocó.
En el sur, el primer gobernador del Chocó reclamó la provincia del Raposo como una de las del Chocó, pero siendo del distrito de la Audiencia de Quito y de la jurisdicción de Cali, las autoridades locales se oponían al envío de un teniente. Se desarrolló un litigio, con posteriores reclamaciones para la agregación del Raposo al Chocó, pero no llevaron fruta. Sin embargo, esto es la razón por la que algunos autores, como Antonio de Alcedo ([[:fuentes:alcedo]]) ubican al Raposo en el Chocó.";dummy
PRNGDA00;"A principios del siglo XVIII, la provincia de ""Santa María la Antigua del Darién"" se encontró en un estado de total decadencia y la ciudad que prestó el nombre a la provincia ya había desaparecido. En la costa atlántica,  los escoceses fundaron una colonia de corta vida en 1700, y los indios cuna vivían en una total independencia, involucrados tanto en acciones hóstiles como en el comercio ilícito. Entre ellos vivía también un número de colonos franceses en una fragil alianza con grupos indígenas. Los españoles también trataron de formar alianzas con grupos indígenas importantes. Aunque tenemos algunos nombramientos de gobernadores (sujetos al gobernador de Panamá) ((AGI,Panama,294)) - en 1699 Miguel Cordones, en 1713 Sebastián de Castillo, en 1716 Antonio Luzcando -de ellos, solo Cordones dejó huella en la historia por el desalojo de los escoceses, pero parece que luego dejó su cargo inmediatamente (de los otros dos ni sabemos si fueron a Panamá). Era  la familia Carrisoli cuyos miembros personificaron la presencia española en la provincia como ""alcalde justicia mayor y capitán a guerra"". La provincia dependió en un todo de Panamá. Solo durante el mando del virrey Messía de la Cerda se creó una gobernación sólo sujeta a Panamá en lo militar - pero también entonces los nexos a Panamá eran estrechos y en 1783, solo hubo teniente de gobernador en Darién ((AGI,Sante_Fe,596,n.142)). En todo momento, la provincia del Darién fue efectivamente una provincia en la costa del Pacífico, mientras que no había presencia en el Atlántico. Cuando sí se fundaron algunas fuertes y poblaciones en el Atlántico entre 1780 y 1790, fueron organizados y administrados exclusivamente desde Cartagena de Indias.  Por esto, muchos documentos tardíos se refieren a la provincia como ""Darién del sur"".";dummy
PRNGLL00;Durante el siglo XVII, la antigua “Provincia de los Llanos” se había dividido en una gobernación de Santiago de las Atalayas y un “corregimiento de los Llanos (de San Juan)” bajo el superior gobierno de Santa Fe. Interesantemente, ese corregimiento incluyó la gran mayoría de los pueblos de indios de la jurisdicción de Santiago, con excepción de algunos que se administraron por el corregidor de Chita, mientras que en la jurisdicción de San Juan de los Llanos y San Martín no existían pueblos tributarios o se administaron por el corregidor de Chocontá (caso de Medina y Mambita, AGN-Colombia, VISITAS-C/MARCA:SC.62,9,D.4). Desde principios del siglo XVIII, por lo menos a partir de 1706, ambas jurisdicciones se combinaron nuevamente al agregarse el título de gobernador de Santiago al corregidor de los Llanos (AGI,Santa_Fe,595), pero las jurisdicciones de San Juan y San Martín seguían ser parte del gobierno de Santa Fe. Luego, hacia 1725 el título de gobernador de Santiago de las Atalayas se agregó al corregidor de Chita, Fernando de Cayzedo y Solabarrieta, quien ejerció hasta 1735, y su sucesor Manuel de Ahumada (AGI,Contaduria,1552). Luego, el gobierno se agregó nuevamente al corregimiento de los Llanos, aunque en esta fase ya no encuentro referencia a San Juan, por lo que infiero que el corregimiento de los Llanos y el gobierno de Santiago territorialmente coinciden, mientras que los “Llanos de San Juan y San Martín” ya no tenían ningún nexo administrativo con los Llanos. Ambas ciudades casi desaparecen a fines de la Colonia, pero cuando en 1797 se erige un “gobierno de los Llanos” de provisión real, se supone que incluía de forma alguna también los inmensos y “despoblado” llanos de San Juan fuera del control y conocimiento de las autoridades.;dummy
PRNGMA00;"Originalmente esta provincia fue corregimiento, pero en 1769 fue elevado a gobernación (([[:fuentes:bonil-gomez]], p.39)). En la documentación sobre los nombramientos de gobernadores de Nueva Granada (AGI,Santa_Fe,564) hay una nota que dice que ""por título de 11 de diciembre de 1797 [...]  se suprimió este govierno y se creó en los mismos términos en la provincia de los Llanos "". En el nombramiento del nuevo gobernador de los Llanos (y ex gobernador de Mariquita) Remigio de Bobadilla también explica que se crea el cargo suprimiendo a la vez el de Mariquita. Sin embargo, sigue llamándose ""corregimiento de Mariquita"" frecuentemente. Además, ya a fines del siglo XVII, en el nombramiento del corregidor Martín José Recalde ((AGI, CONTRATACION,5454,N.3,R.3)), se alude al título de un gobernador de Mariquita.  
El territorio de esta provincia en una visión que favorece la ""república de españoles"" se integró por las jurisdicciones municipales de Mariquita, Tocaima, Ibagué, La Palma, así como la villa de Honda. Hasta 1757, cuando se agregó a Antioquia, también le correspondió la jurisdicción de la ciudad de Remedios en la banda occidental del Magdalena, inclusive 
Los distritos mineros de Las Lajas-Santa Ana y Bocanemé tenían alcaldes mayores de minas (el de las Lajas en 1719 hasta de nombramiento real((AGI, Santa Fe,564.))).
En cuanto a la república de indios, el corregidor o gobernador de Mariquita (hasta aproximadamente 1800, luego era de Neiva) tenía como subordinado al corregidor de naturales de Coyaima y Natagaima, aunque territorialmente éste gobernó pueblos de la jurisdicción de Purificación, en la provincia de Neiva. Muchas veces, era el mismísimo teniente de Purificación que como corregidor de Coyaima y Natagaima era dependiente de Mariquita. 
Además, era de Mariquita el corregimiento de naturales ""de los panches"" (en 1707 y 1711 de nombramiento real((AGI,Santa Fe,564.)), pero ese no contó con territorio jurisdiccional propio, sino que era solo para el cobro del tributo y con jurisdicción sobre personas. El visitador Francisco Moreno y Escandón nos informa al respecto: 
""El de Panches entre pueblos de indios y parroquias de blancos que llaman españoles tiene treinta y dos. El corregimiento solamente para la cobranza de tributos de indios y su govierno.""((AGI,Santa Fe,595,n.2, ""Testimonio [...] sobre la visita"".))
Tenía que recorrer un largo territorio, que teoréticamente iba desde la Angostura del Carare hasta los confines de Ibagué por el sur, por lo que a veces no se encontró persona interesada. Además, el corregimiento durante mucho tiempo incluyó los pueblos del valle (luego villa) de Guaduas, por lo que ese territorio a veces se incluye en la provincia de Mariquita aunque la villa de Guaduas dependió directamente de Santa Fe.";dummy
PRNGNE00;"El gobierno de Neiva por el oriente confinó con las misiones andaquíes de la provincia de Popayán. Neiva sirvió como punto de partida de esas misiones efímeras. La única misión firme fue la de La Ceja, ""punto de entrada"" para los andaquíes. Este lugar aparece tanto como perteneciente a la provincia de Neiva como quedando ya fuera, como ilustra un mapa hecho por orden del gobernador de Neiva mismo de 1808 (([[:fuentes:cartografia-ultramar]], carpeta 5,2,no.177)). Hay un nombramiento real para un ""corregidor de Neiva"" en 1807 (AGI,Santa_Fe,565), pero parece que siguió como gobierno (([[:fuentes:qeq-1810]])).";dummy
PRNGPA00;"El ""Reino de Tierra Firme"" se compuso de varias provincias que se entendían como un conjunto a través de varias instituciones. A principios del siglo XVIII, el eje fue la Real Audiencia de Panamá, con dos gobernadores-capitanes generales para Veraguas y Panamá (con gobernadores subordinados en Portobelo y Darién y un alcalde mayor en Natá). El título de capitán general para el gobernador de Veraguas ya desaparece en la década de 1710, sujetándose desde entonces también esa provincia al ""gobernador, capitán general y presidente (de la Audiencia) de Panamá"". Aun así, Tierra Firme (o su gobernador) siempre se encontró en una posición de reino subordinado, a Perú, primero, y a Nueva Granada, luego. Tierra Firme sigue considerándose un conjunto territorial aún cuando se disuelve  el nexo institucional durante el corto período de la suspensión de la Audiencia entre 1718 y 1722. Al instalarse el virreinato de Nueva Granada por segunda vez, a partir de 1741, los gobernadores de Panamá pierden la capitanía general, creándose como sustituto una ""comandancia general"" subordinada al virrey, quien ahora se titula ""capitán general de Nueva Granada y Tierra Firme"". Es decir, el concepto de ""Tierra Firma"" perdura, pero las facultades superiores ahora se dividen entre la persona del virrey (como capitán general) y el gobernador de Panamá (como presidente de la audiencia). A partir 1751, depués de abolirse la Audiencia de Panamá, el único nexo institucional unificador de la zona era el de la comandancia general, una competencia puramente militar. A partir de entonces surgieron tantas dudas jurisdiccionales si los gobernadores de Veragua, Panamá y Darién fuesen pares del de Panamá o subordinados. Los documentos emitidos en España y en la Corte de Santa Fe dieron oscilantes órdenes al respecto, sin constancia alguna.  En 1766 se decreta cierta subordinación al gobernador de Panamá, mientras que en 1779 se definen como iguales. Sin embargo, ""se aprecia que esta igualdad no afecta a su subordinación al de Panamá"" (([[:fuentes:garcia-gallo]],p.877,n.225)). Esta inconstancia favoreció la continuidad de percibir a las provincias como un conjunto.((Así también concluye [[:fuentes:muro]].))Así sobrevivió la idea de que la ""Tierra Firme"" era una de tres partes del virreinato (con Santa Fe y Quito).";dummy
PRNGPP00;La provincia de Pamplona fue segregada de Tunja solo en 1795. Según el plan original de Moreno y Escandón (([[:fuentes:Santa,Fe,595]])), se le deberían agregar los lugares de Tequia y Molagavita, pero últimamente quedaron de la parte de Tunja.;dummy
PRNGSM00;"Hasta 1789, la gobernación de Santa Marta se consideró como compuesta de dos ""provincias"": La de Rio de la Hacha (que coincidió con la jurisdicción de la ciudad homónima, con gran parte de la península guajira) y la de Santa Marta, que a su vez contenía jurisdicciones de cuatro ciudades (Santa Marta, Tamalameque, Valledupar, Ocaña) y la villa de Tenerife. Además, había la antigua ""ciudad"" de Valencia de Jesús, muy cerca de Valledupar, que se conoció como Pueblonuevo, aunque parece que no siempre tenía cabildo independiente de Valledupar.Otra particularidad era que la provincia de Rio de la Hacha fue sujeta a la Audiencia de Santo Domingo, mientras que las demás jurisdicciones lo eran de la Audiencia de Santa Fe. Esta situación particular terminó cuando Rio de la Hacha se separó de Santa Marta y se erigió en un gobierno propio.La dominación colonial en la provincia de Santa Marta se redujo a zonas limitadas. Había algunas poblaciones españolas en las inmediaciones de Santa Marta y en el valle de Upar, y luego al sur de Tamalameque hasta Ocaña, pero todo su centro (indios chimilas), la Sierra Nevada (arahuacos) y la sierra oriental (motilones) hacia Maracaibo y el valle de Perijá era refugio de indígenas ""no reducidos"" o ""bravos/enemigos"". En la década de 1740, Fernando de Mier y Guerra inició un proceso de fundación de poblaciones y reducciones en la ribera del río Magdalena. Además, se fundaron algunas reducciones de indios de la provincia de Santa Marta en la ribera izquierda del río - es decir en la provincia de Cartagena. Particularmente en la juridicción de Valledupar se desarrolló una actividad significante de misiones de capuchinos, entre arahuacos y motilones. Sin embargo, no ha sido posible ubicar muchos de esos pueblos de misión que se trasladaron, abandonaron o agregaron con bastante frecuencia.Aparte de las jurisdicciones municipales (y sus corregimientos de naturales asociados), había una gama de oficiales de distinta índole para el gobierno local, lo que hace difícil establecer un concepto de divisiones territoriales de la provincia, problema agavado por el escaso control del interior y la serranía.Como en otras provincias se eligieron alcaldes pedáneos para los sitios de españoles más importantes, pero dependientes de las jurisdicciones municipales correspondientes. En otros sitios, los gobernadores (además) instalaron revisitidos también de la función de justicias mayores, aunque desconocemos el aspecto territorial de sus competencias: Son los casos de Ciénaga en la jurisdicción de Santa Marta y Chiriguaná en Ocaña. En Guaimaro y Remolino (Santa Marta) y Fonseca (Valledupar) existían capitanes a guerra sin alcaldes pedáneos a su lado; además, existían capitanes a guerra en algunos momentos en otros lugares: Lo sabemos de San Juan del César (Valledupar) para la década de 1760, y el estado del virreinato de 1793 menciona la capitanía a guerra de Zambrano y Tetón como ""vacante"", las te Tenerife y El Banco como suprimidas. Lo mismo dice de Ciénaga, pero por haber existido en 1789((AGI, Santa Fe,561)) y a principios del siglo XIX(([[qeq-1810]])), parece que se trató de una situación momentánea.Valencia/Pueblonuevo efectivamente fue sujeta a en un todo a la jurisdicción de Valledupar. En Valledupar solía haber tenientes de gobernador, en Ocaña un corregidor, aunque por lo menos en un momento (en 1794) teniente de gobernador. En cambio, Tamalameque y Tenerife por lo que aparece funcionaron como jurisdicciones independientes, con el corregimiento de naturales recayendo en los cabildos.Los pueblos que geográficamente caían en los términos de la provincia de Cartagena (Yucal, luego Tetón y Zambrano), en cuanto a justicia y hacienda, eran parte de la jurisdicción de Tenerife, así como eclesiásticamente hasta 1765 parte del obispado de Santa Marta.Las poblaciones fundadas por Mier y Guerra se administraron por él mismo y luego su sobrino como juez poblador aunque estuvieran en diferentes jurisdicciones municipales, hasta la dejación de este fuero en la década de 1790. Deconocemos la naturaleza de la relación de Mier y Guerra con respecto a las demás autoridades (cabildos, capitanes a guerra).Por esta situación bien difusa, seguimos la definición que hace el expediente sobre las estructuras internas de las provincias de Nueva Granada hecho en 1789, que solo define a las jurisdicciones municipales como ""partidos"" de caracter territorial.";dummy
PRNGVE00;"Los límites entre Veraguas y Costa Rica fueron poco precisos. Sin embargo, a pesar de reclamaciones por Costa Rica de ser diferente, mapas de la época (p.e. el Mapa general del Nuevo Reino de Granada formado ... De orden del ... Virrey D. José Ezpeleta (([[:fuentes:cartografia-ultramar]])), carpeta 5, 2, no.8-I,1 ), suelen mostrarla como dentro de Veragua. Otro de 1805 (Mapa topográfico de la provincia de Cartagena de las Indias, (([[:fuentes:cartografia-ultramar]])), carpeta 5, 2, no. 29) lo tiene lo tiene como parte de la cartucha para el Chocó y pone la leyenda: ""Terreno despoblado. Ocúpanlo los darienes en sus cazerías"" y tierra adentro simplemente ""Parte de la provinzia del Chocó despoblado"". Finalmente, un mapa de 1814  (Mapa corográfico del Nuevo Reyno de Granada, (([[:fuentes:cartografia-ultramar]])), carpeta 5, 2, no. 20-II,3) pone explícitamente en la zona: ""En la vanda del este todo el terreno de la costa del golfo de Urraba lo pretenden los gobiernos de Cartagena, Antioquia y Chocó, y todos alegan sus rasones"".";dummy
